Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCO17,,Low Fat,0.073024401,Health and Hygiene,121,OUT027,1985,Medium,Tier 3,Supermarket Type3,3115
FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,145,OUT013,1987,High,Tier 3,Supermarket Type1,729
FDJ33,8.895,Regular,0.088821765,Snack Foods,125,OUT017,2007,,Tier 2,Supermarket Type1,2956
FDB15,10.895,Low Fat,0.136810742,Dairy,263,OUT046,1997,Small,Tier 1,Supermarket Type1,527
FDA52,16.2,Regular,0.128682722,Frozen Foods,178,OUT045,2002,,Tier 2,Supermarket Type1,1058
FDZ08,,Regular,0.109459733,Fruits and Vegetables,84,OUT027,1985,Medium,Tier 3,Supermarket Type3,1320
FDR27,15.1,Regular,0.096644015,Meat,131,OUT017,2007,,Tier 2,Supermarket Type1,3047
NCK42,7.475,Low Fat,0.013120028,Household,217,OUT046,1997,Small,Tier 1,Supermarket Type1,1725
FDZ12,,Low Fat,0,Baking Goods,144,OUT019,1985,Small,Tier 1,Grocery Store,143
FDM60,10.8,Regular,0.048339408,Baking Goods,41,OUT018,2009,Medium,Tier 3,Supermarket Type2,446
NCI31,20,Low Fat,0.08165845,Others,35,OUT018,2009,Medium,Tier 3,Supermarket Type2,585
FDX39,14.3,Regular,0.04975339,Meat,210,OUT049,1999,Medium,Tier 1,Supermarket Type1,6331
NCV05,10.1,Low Fat,0.030379382,Health and Hygiene,153,OUT017,2007,,Tier 2,Supermarket Type1,1853
FDX16,17.85,LF,0.065810045,Frozen Foods,149,OUT046,1997,Small,Tier 1,Supermarket Type1,2247
DRK12,9.5,Low Fat,0,Soft Drinks,32,OUT010,1998,,Tier 3,Grocery Store,33
NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146,OUT017,2007,,Tier 2,Supermarket Type1,445
DRG51,12.1,Low Fat,0.019314961,Dairy,164,OUT010,1998,,Tier 3,Grocery Store,657
NCR30,20.6,Low Fat,0.071282168,Household,74,OUT018,2009,Medium,Tier 3,Supermarket Type2,223
NCE31,7.67,Low Fat,0.184843579,Household,33,OUT046,1997,Small,Tier 1,Supermarket Type1,727
FDM56,,Low Fat,0.122896411,Fruits and Vegetables,111,OUT019,1985,Small,Tier 1,Grocery Store,218
FDP24,20.6,Low Fat,0.082935004,Baking Goods,119,OUT013,1987,High,Tier 3,Supermarket Type1,2665
DRM37,15.35,Low Fat,0.161350176,Soft Drinks,196,OUT010,1998,,Tier 3,Grocery Store,591
FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142,OUT013,1987,High,Tier 3,Supermarket Type1,2311
DRE60,9.395,Low Fat,0.159582185,Soft Drinks,224,OUT049,1999,Medium,Tier 1,Supermarket Type1,7017
FDW49,,Low Fat,0.14453827,Canned,180,OUT019,1985,Small,Tier 1,Grocery Store,895
FDM20,10,Low Fat,0.038685802,Fruits and Vegetables,243,OUT046,1997,Small,Tier 1,Supermarket Type1,4655
FDK15,,Low Fat,0.172309903,Meat,98,OUT019,1985,Small,Tier 1,Grocery Store,198
FDK48,7.445,Low Fat,0.037690731,Baking Goods,73,OUT049,1999,Medium,Tier 1,Supermarket Type1,451
FDO49,,Regular,0.05787008,Breakfast,49,OUT019,1985,Small,Tier 1,Grocery Store,50
FDC09,15.5,Regular,0.026409147,Fruits and Vegetables,102,OUT018,2009,Medium,Tier 3,Supermarket Type2,615
NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126,OUT013,1987,High,Tier 3,Supermarket Type1,876
FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128,OUT046,1997,Small,Tier 1,Supermarket Type1,2454
FDQ24,,Low Fat,0.12898088,Baking Goods,250,OUT019,1985,Small,Tier 1,Grocery Store,251
DRL11,10.5,Low Fat,0.048115543,Hard Drinks,159,OUT045,2002,,Tier 2,Supermarket Type1,4102
FDO36,19.7,Low Fat,0.077899109,Baking Goods,177,OUT035,2004,Small,Tier 2,Supermarket Type1,2696
FDN52,,Regular,0.13093275,Frozen Foods,86,OUT027,1985,Medium,Tier 3,Supermarket Type3,1569
FDF21,10.3,Regular,0.098464979,Fruits and Vegetables,188,OUT010,1998,,Tier 3,Grocery Store,189
FDU40,20.85,Low Fat,0.037372847,Frozen Foods,192,OUT013,1987,High,Tier 3,Supermarket Type1,3099
FDS51,13.35,Low Fat,0.032230526,Meat,61,OUT049,1999,Medium,Tier 1,Supermarket Type1,743
FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177,OUT046,1997,Small,Tier 1,Supermarket Type1,1611
FDX50,20.1,Low Fat,0.07461309,Dairy,108,OUT035,2004,Small,Tier 2,Supermarket Type1,1215
NCN14,,Low Fat,0.160936178,Others,184,OUT019,1985,Small,Tier 1,Grocery Store,367
FDQ21,21.25,Low Fat,0.019502354,Snack Foods,120,OUT018,2009,Medium,Tier 3,Supermarket Type2,3150
FDV57,,Regular,0.065577449,Snack Foods,181,OUT027,1985,Medium,Tier 3,Supermarket Type3,7370
FDB44,6.655,Low Fat,0.016944719,Fruits and Vegetables,209,OUT013,1987,High,Tier 3,Supermarket Type1,2954
FDG52,13.65,Low Fat,0.065576228,Frozen Foods,47,OUT013,1987,High,Tier 3,Supermarket Type1,643
FDL38,,Regular,0.02579577,Canned,88,OUT019,1985,Small,Tier 1,Grocery Store,89
NCS54,13.6,Low Fat,0.010008699,Household,176,OUT049,1999,Medium,Tier 1,Supermarket Type1,4940
DRL37,15.5,Low Fat,0.053362086,Soft Drinks,41,OUT035,2004,Small,Tier 2,Supermarket Type1,735
FDA43,10.895,Low Fat,0.064621927,Fruits and Vegetables,196,OUT013,1987,High,Tier 3,Supermarket Type1,1170
FDZ39,19.7,Regular,0.018126724,Meat,101,OUT017,2007,,Tier 2,Supermarket Type1,1135
FDG45,8.1,Low Fat,0,Fruits and Vegetables,211,OUT018,2009,Medium,Tier 3,Supermarket Type2,3823
FDH10,21,Low Fat,0.049263979,Snack Foods,195,OUT013,1987,High,Tier 3,Supermarket Type1,1549
FDO10,13.65,Regular,0.021343732,Snack Foods,58,OUT010,1998,,Tier 3,Grocery Store,114
FDS35,,LF,0.110681931,Breads,63,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033
FDI41,,Regular,0.061955439,Frozen Foods,145,OUT027,1985,Medium,Tier 3,Supermarket Type3,4561
FDN21,,LF,0.076483451,Snack Foods,163,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416
NCO18,13.15,Low Fat,0.024701262,Household,176,OUT045,2002,,Tier 2,Supermarket Type1,2133
FDB34,15.25,Low Fat,0.02671821,Snack Foods,85,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482
FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121,OUT013,1987,High,Tier 3,Supermarket Type1,2892
FDX59,,Low Fat,0.0514111,Breads,33,OUT027,1985,Medium,Tier 3,Supermarket Type3,984
FDZ23,17.75,Regular,0.112985849,Baking Goods,185,OUT010,1998,,Tier 3,Grocery Store,745
FDX27,20.7,Regular,0.11411709,Dairy,92,OUT046,1997,Small,Tier 1,Supermarket Type1,1323
FDV07,9.5,Low Fat,0,Fruits and Vegetables,110,OUT017,2007,,Tier 2,Supermarket Type1,1547
FDR14,11.65,Low Fat,0.175033524,Dairy,55,OUT017,2007,,Tier 2,Supermarket Type1,647
FDO01,21.1,Regular,0.020760673,Breakfast,128,OUT045,2002,,Tier 2,Supermarket Type1,1798
FDO13,7.865,Low Fat,0.061405051,Breakfast,166,OUT017,2007,,Tier 2,Supermarket Type1,1973
FDU25,12.35,Low Fat,0.026676216,Canned,57,OUT035,2004,Small,Tier 2,Supermarket Type1,1737
NCK54,,Low Fat,0.029380407,Household,114,OUT027,1985,Medium,Tier 3,Supermarket Type3,1864
FDZ56,16.25,Low Fat,0.025715562,Fruits and Vegetables,168,OUT013,1987,High,Tier 3,Supermarket Type1,1516
NCL55,12.15,Low Fat,0.065026434,Others,253,OUT017,2007,,Tier 2,Supermarket Type1,5060
FDD59,10.5,Regular,0.066315023,Starchy Foods,78,OUT045,2002,,Tier 2,Supermarket Type1,2157
FDJ55,12.8,Regular,0.023664054,Meat,226,OUT017,2007,,Tier 2,Supermarket Type1,5400
FDA45,,Low Fat,0.154627247,Snack Foods,177,OUT027,1985,Medium,Tier 3,Supermarket Type3,5469
DRF23,4.61,Low Fat,0.205294827,Hard Drinks,172,OUT010,1998,,Tier 3,Grocery Store,174
FDT49,7,Low Fat,0.152261999,Canned,105,OUT017,2007,,Tier 2,Supermarket Type1,1278
NCO17,10,Low Fat,0,Health and Hygiene,120,OUT035,2004,Small,Tier 2,Supermarket Type1,1917
FDH22,6.405,Low Fat,0.136275173,Snack Foods,128,OUT035,2004,Small,Tier 2,Supermarket Type1,1017
FDT34,9.3,Low Fat,0.174621343,Snack Foods,104,OUT049,1999,Medium,Tier 1,Supermarket Type1,1998
FDB39,11.6,Low Fat,0.038597077,Dairy,57,OUT045,2002,,Tier 2,Supermarket Type1,615
FDQ22,16.75,Low Fat,0.029799965,Snack Foods,39,OUT045,2002,,Tier 2,Supermarket Type1,314
NCN43,12.15,Low Fat,0.011314423,Others,122,OUT010,1998,,Tier 3,Grocery Store,123
FDG57,14.7,Low Fat,0.072410764,Fruits and Vegetables,48,OUT049,1999,Medium,Tier 1,Supermarket Type1,1020
FDR20,20,Regular,0.028118435,Fruits and Vegetables,46,OUT035,2004,Small,Tier 2,Supermarket Type1,1222
FDU22,,Low Fat,0.163350221,Snack Foods,120,OUT019,1985,Small,Tier 1,Grocery Store,474
NCC43,7.39,Low Fat,0.093307713,Household,250,OUT017,2007,,Tier 2,Supermarket Type1,1506
FDP01,20.75,Regular,0.105994654,Breakfast,150,OUT010,1998,,Tier 3,Grocery Store,762
FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277
FDZ33,10.195,Low Fat,0.107376743,Snack Foods,147,OUT035,2004,Small,Tier 2,Supermarket Type1,3547
FDP48,,Regular,0.043810028,Baking Goods,181,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042
FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192,OUT010,1998,,Tier 3,Grocery Store,384
FDC26,10.195,Low Fat,0.126897925,Canned,110,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223
FDF34,9.3,Regular,0.014076503,Snack Foods,200,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182
FDJ33,8.895,Regular,0.088305478,Snack Foods,123,OUT035,2004,Small,Tier 2,Supermarket Type1,1478
FDD04,16,Low Fat,0.090153756,Dairy,143,OUT045,2002,,Tier 2,Supermarket Type1,1418
NCJ31,19.2,Low Fat,0.182501773,Others,239,OUT013,1987,High,Tier 3,Supermarket Type1,5061
FDO57,20.75,Low Fat,0.108710162,Snack Foods,161,OUT046,1997,Small,Tier 1,Supermarket Type1,2888
FDM36,,Regular,0.058446424,Baking Goods,172,OUT027,1985,Medium,Tier 3,Supermarket Type3,5518
NCY05,13.5,Low Fat,0.054990009,Health and Hygiene,35,OUT046,1997,Small,Tier 1,Supermarket Type1,741
FDS44,,Regular,0.15528831,Fruits and Vegetables,241,OUT027,1985,Medium,Tier 3,Supermarket Type3,9133
FDZ39,19.7,Regular,0.018021361,Meat,101,OUT035,2004,Small,Tier 2,Supermarket Type1,1857
NCM31,6.095,Low Fat,0.0816559,Others,143,OUT017,2007,,Tier 2,Supermarket Type1,2836
DRK11,8.21,Low Fat,0.010755465,Hard Drinks,150,OUT013,1987,High,Tier 3,Supermarket Type1,2982
FDO34,17.7,Low Fat,0.050111641,Snack Foods,165,OUT010,1998,,Tier 3,Grocery Store,167
NCL30,18.1,Low Fat,0.048931174,Household,127,OUT035,2004,Small,Tier 2,Supermarket Type1,1150
FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259,OUT017,2007,,Tier 2,Supermarket Type1,9275
DRJ39,20.25,Low Fat,0.036319195,Dairy,219,OUT035,2004,Small,Tier 2,Supermarket Type1,5038
NCP06,,Low Fat,0.039055756,Household,152,OUT027,1985,Medium,Tier 3,Supermarket Type3,2115
FDE33,,Regular,0.049395242,Fruits and Vegetables,80,OUT027,1985,Medium,Tier 3,Supermarket Type3,1885
FDZ44,8.185,Low Fat,0.038789271,Fruits and Vegetables,115,OUT049,1999,Medium,Tier 1,Supermarket Type1,703
FDV46,18.2,Low Fat,0.012659235,Snack Foods,140,OUT018,2009,Medium,Tier 3,Supermarket Type2,2656
NCO06,19.25,LF,0.108010006,Household,33,OUT035,2004,Small,Tier 2,Supermarket Type1,713
DRG03,14.5,Low Fat,0.061934991,Dairy,154,OUT013,1987,High,Tier 3,Supermarket Type1,1691
FDU37,9.5,Regular,0.104421237,Canned,80,OUT013,1987,High,Tier 3,Supermarket Type1,2157
FDI57,19.85,Low Fat,0.053980686,Seafood,196,OUT013,1987,High,Tier 3,Supermarket Type1,2561
FDM45,8.655,Regular,0.088121336,Snack Foods,119,OUT013,1987,High,Tier 3,Supermarket Type1,2059
FDC26,10.195,Low Fat,0.126359196,Canned,109,OUT035,2004,Small,Tier 2,Supermarket Type1,1334
FDU14,,Low Fat,0.034584356,Dairy,248,OUT027,1985,Medium,Tier 3,Supermarket Type3,10236
FDB26,14,reg,0.031267496,Canned,51,OUT046,1997,Small,Tier 1,Supermarket Type1,692
FDC29,8.39,Regular,0.024304264,Frozen Foods,114,OUT018,2009,Medium,Tier 3,Supermarket Type2,1488
FDY58,11.65,Low Fat,0.040144377,Snack Foods,228,OUT017,2007,,Tier 2,Supermarket Type1,6622
FDR59,14.5,Regular,0.063851475,Breads,260,OUT035,2004,Small,Tier 2,Supermarket Type1,3139
FDS03,,Low Fat,0.079243005,Meat,65,OUT027,1985,Medium,Tier 3,Supermarket Type3,1614
FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38,OUT013,1987,High,Tier 3,Supermarket Type1,585
FDZ25,,Regular,0.02748331,Canned,169,OUT027,1985,Medium,Tier 3,Supermarket Type3,5602
NCN26,10.85,Low Fat,0.028738058,Household,117,OUT045,2002,,Tier 2,Supermarket Type1,703
FDO38,17.25,Low Fat,0.073135768,Canned,77,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012
FDP28,13.65,Regular,0.081096613,Frozen Foods,261,OUT017,2007,,Tier 2,Supermarket Type1,3131
FDG31,12.15,Low Fat,0.063430788,Meat,65,OUT010,1998,,Tier 3,Grocery Store,258
FDI45,13.1,LF,0.037549969,Fruits and Vegetables,176,OUT013,1987,High,Tier 3,Supermarket Type1,4027
NCS54,13.6,Low Fat,0.016726506,Household,176,OUT010,1998,,Tier 3,Grocery Store,352
FDE17,20.1,Regular,0.054565932,Frozen Foods,152,OUT045,2002,,Tier 2,Supermarket Type1,2418
NCG06,16.35,Low Fat,0.029445361,Household,257,OUT046,1997,Small,Tier 1,Supermarket Type1,2061
FDQ57,,Low Fat,0.048932713,Snack Foods,144,OUT019,1985,Small,Tier 1,Grocery Store,146
NCB31,6.235,Low Fat,0.118651919,Household,263,OUT035,2004,Small,Tier 2,Supermarket Type1,4207
NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65,OUT018,2009,Medium,Tier 3,Supermarket Type2,830
NCX29,,Low Fat,0.156094569,Health and Hygiene,144,OUT019,1985,Small,Tier 1,Grocery Store,145
FDU37,9.5,Regular,0.104933928,Canned,78,OUT018,2009,Medium,Tier 3,Supermarket Type2,1198
FDM02,12.5,Regular,0.12341737,Canned,86,OUT010,1998,,Tier 3,Grocery Store,87
FDN16,12.6,Regular,0.062700289,Frozen Foods,102,OUT046,1997,Small,Tier 1,Supermarket Type1,1960
FDR46,16.85,Low Fat,0.139417654,Snack Foods,147,OUT046,1997,Small,Tier 1,Supermarket Type1,2929
FDE50,,Regular,0.01612717,Canned,189,OUT027,1985,Medium,Tier 3,Supermarket Type3,2253
FDL52,6.635,reg,0.077145553,Frozen Foods,39,OUT010,1998,,Tier 3,Grocery Store,75
FDQ49,20.2,Regular,0.039215075,Breakfast,157,OUT013,1987,High,Tier 3,Supermarket Type1,2190
FDI14,14.1,Low Fat,0.089859642,Canned,140,OUT045,2002,,Tier 2,Supermarket Type1,1693
FDS16,15.15,Regular,0.066121873,Frozen Foods,145,OUT013,1987,High,Tier 3,Supermarket Type1,3661
FDU15,13.65,Regular,0.026643448,Meat,37,OUT049,1999,Medium,Tier 1,Supermarket Type1,862
NCG43,,Low Fat,0.073879939,Household,94,OUT027,1985,Medium,Tier 3,Supermarket Type3,1850
FDR23,,Low Fat,0.08139146,Breads,177,OUT027,1985,Medium,Tier 3,Supermarket Type3,6351
FDS52,,Low Fat,0.005448005,Frozen Foods,102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3542
NCP18,12.15,Low Fat,0.028714747,Household,151,OUT018,2009,Medium,Tier 3,Supermarket Type2,3611
DRF23,,Low Fat,0.122058364,Hard Drinks,172,OUT027,1985,Medium,Tier 3,Supermarket Type3,7152
FDO09,13.5,Regular,0.125528734,Snack Foods,262,OUT045,2002,,Tier 2,Supermarket Type1,6048
FDB40,17.5,Regular,0.007555176,Dairy,145,OUT045,2002,,Tier 2,Supermarket Type1,2187
DRK37,,Low Fat,0.077046505,Soft Drinks,189,OUT019,1985,Small,Tier 1,Grocery Store,759
DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145,OUT046,1997,Small,Tier 1,Supermarket Type1,1451
FDE22,9.695,Low Fat,0.029632784,Snack Foods,159,OUT045,2002,,Tier 2,Supermarket Type1,958
FDF04,17.5,Low Fat,0.013634468,Frozen Foods,256,OUT035,2004,Small,Tier 2,Supermarket Type1,1808
FDE41,9.195,Regular,0.064376263,Frozen Foods,83,OUT017,2007,,Tier 2,Supermarket Type1,1099
FDW08,,LF,0.147663025,Fruits and Vegetables,106,OUT027,1985,Medium,Tier 3,Supermarket Type3,1810
NCD54,21.1,Low Fat,0.029003459,Household,143,OUT035,2004,Small,Tier 2,Supermarket Type1,2311
FDZ33,10.195,low fat,0.107834541,Snack Foods,146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1330
FDO23,17.85,Low Fat,0.146399663,Breads,93,OUT035,2004,Small,Tier 2,Supermarket Type1,1418
FDN34,15.6,Regular,0.04575559,Snack Foods,167,OUT035,2004,Small,Tier 2,Supermarket Type1,2874
FDL39,16.1,Regular,0.063278652,Dairy,182,OUT013,1987,High,Tier 3,Supermarket Type1,2345
FDT28,13.3,Low Fat,0.063664998,Frozen Foods,151,OUT049,1999,Medium,Tier 1,Supermarket Type1,3912
FDH33,12.85,Low Fat,0.122221269,Snack Foods,45,OUT018,2009,Medium,Tier 3,Supermarket Type2,1274
FDA34,11.5,Low Fat,0.014944614,Starchy Foods,171,OUT017,2007,,Tier 2,Supermarket Type1,5712
FDZ56,16.25,Low Fat,0.025732114,Fruits and Vegetables,166,OUT035,2004,Small,Tier 2,Supermarket Type1,5390
DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54,OUT017,2007,,Tier 2,Supermarket Type1,1160
NCO18,13.15,Low Fat,0.024646608,Household,177,OUT035,2004,Small,Tier 2,Supermarket Type1,5510
DRG27,8.895,Low Fat,0,Dairy,42,OUT018,2009,Medium,Tier 3,Supermarket Type2,568
FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181,OUT010,1998,,Tier 3,Grocery Store,179
NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35,OUT010,1998,,Tier 3,Grocery Store,143
FDD21,10.3,Regular,0.030563449,Fruits and Vegetables,114,OUT035,2004,Small,Tier 2,Supermarket Type1,2633
FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257,OUT049,1999,Medium,Tier 1,Supermarket Type1,6183
FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246,OUT046,1997,Small,Tier 1,Supermarket Type1,2702
FDQ37,20.75,Low Fat,0.089260667,Breakfast,193,OUT046,1997,Small,Tier 1,Supermarket Type1,4843
NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37,OUT045,2002,,Tier 2,Supermarket Type1,952
NCE07,8.18,low fat,0.013127548,Household,142,OUT035,2004,Small,Tier 2,Supermarket Type1,1985
DRI51,17.25,Low Fat,0.042233642,Dairy,173,OUT035,2004,Small,Tier 2,Supermarket Type1,2061
NCI31,20,Low Fat,0.081492092,Others,35,OUT045,2002,,Tier 2,Supermarket Type1,1025
FDK60,16.5,Regular,0,Baking Goods,96,OUT046,1997,Small,Tier 1,Supermarket Type1,3013
FDY12,9.8,Regular,0.14061104,Baking Goods,49,OUT046,1997,Small,Tier 1,Supermarket Type1,809
FDO38,17.25,Low Fat,0.072952298,Canned,76,OUT049,1999,Medium,Tier 1,Supermarket Type1,623
FDP11,15.85,Low Fat,0.069087481,Breads,218,OUT035,2004,Small,Tier 2,Supermarket Type1,1088
FDC21,,Regular,0.075215349,Fruits and Vegetables,108,OUT019,1985,Small,Tier 1,Grocery Store,217
NCF54,18,Low Fat,0.047645037,Household,172,OUT017,2007,,Tier 2,Supermarket Type1,2931
FDC35,,Low Fat,0.122242847,Starchy Foods,207,OUT027,1985,Medium,Tier 3,Supermarket Type3,4555
FDV43,16,Low Fat,0.076975118,Fruits and Vegetables,46,OUT049,1999,Medium,Tier 1,Supermarket Type1,490
DRE12,4.59,Low Fat,0.070890602,Soft Drinks,111,OUT049,1999,Medium,Tier 1,Supermarket Type1,1584
DRE27,11.85,Low Fat,0.132560174,Dairy,97,OUT013,1987,High,Tier 3,Supermarket Type1,782
DRC36,,Regular,0.044767032,Soft Drinks,173,OUT027,1985,Medium,Tier 3,Supermarket Type3,5778
FDZ38,,Low Fat,0.007962273,Dairy,174,OUT027,1985,Medium,Tier 3,Supermarket Type3,5173
NCW42,18.2,LF,0.058799705,Household,220,OUT017,2007,,Tier 2,Supermarket Type1,4420
NCZ18,7.825,low fat,0.186445212,Household,255,OUT045,2002,,Tier 2,Supermarket Type1,1522
FDL13,,Regular,0.098606543,Breakfast,232,OUT019,1985,Small,Tier 1,Grocery Store,932
NCN18,8.895,Low Fat,0.125222705,Household,113,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006
FDI41,18.5,reg,0.062609071,Frozen Foods,148,OUT017,2007,,Tier 2,Supermarket Type1,1765
FDV22,14.85,Regular,0.009930514,Snack Foods,157,OUT013,1987,High,Tier 3,Supermarket Type1,2503
NCB43,,Low Fat,0.099428487,Household,187,OUT027,1985,Medium,Tier 3,Supermarket Type3,7296
FDQ46,7.51,Low Fat,0.103793399,Snack Foods,110,OUT035,2004,Small,Tier 2,Supermarket Type1,2684
FDC44,15.6,Low Fat,0,Fruits and Vegetables,111,OUT049,1999,Medium,Tier 1,Supermarket Type1,2163
FDB22,8.02,Low Fat,0.111419588,Snack Foods,154,OUT035,2004,Small,Tier 2,Supermarket Type1,3383
FDV23,11,Low Fat,0.106051405,Breads,124,OUT045,2002,,Tier 2,Supermarket Type1,2241
FDK10,,Regular,0.04016342,Snack Foods,181,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415
FDF05,17.5,Low Fat,0.026925385,Frozen Foods,264,OUT045,2002,,Tier 2,Supermarket Type1,5259
FDL33,7.235,Low Fat,0.099962524,Snack Foods,193,OUT046,1997,Small,Tier 1,Supermarket Type1,1957
FDD20,,Low Fat,0.020614212,Fruits and Vegetables,126,OUT027,1985,Medium,Tier 3,Supermarket Type3,5353
NCM54,,Low Fat,0.050692386,Household,125,OUT027,1985,Medium,Tier 3,Supermarket Type3,4832
FDW48,18,Low Fat,0.008589133,Baking Goods,81,OUT017,2007,,Tier 2,Supermarket Type1,1450
DRF36,16.1,Low Fat,0.023673342,Soft Drinks,189,OUT018,2009,Medium,Tier 3,Supermarket Type2,5350
NCM06,7.475,LF,0.075881475,Household,155,OUT045,2002,,Tier 2,Supermarket Type1,2934
NCA54,16.5,Low Fat,0.061330521,Household,178,OUT010,1998,,Tier 3,Grocery Store,360
FDT46,11.35,Low Fat,0.030869612,Snack Foods,49,OUT045,2002,,Tier 2,Supermarket Type1,708
FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95,OUT035,2004,Small,Tier 2,Supermarket Type1,2220
FDT38,18.7,Low Fat,0.057654132,Dairy,83,OUT045,2002,,Tier 2,Supermarket Type1,1606
NCI17,8.645,Low Fat,0.143713508,Health and Hygiene,96,OUT045,2002,,Tier 2,Supermarket Type1,868
FDO40,17.1,Low Fat,0.032812669,Frozen Foods,147,OUT017,2007,,Tier 2,Supermarket Type1,2237
FDP12,9.8,Regular,0.045266806,Baking Goods,36,OUT046,1997,Small,Tier 1,Supermarket Type1,705
FDI44,,Low Fat,0.099747488,Fruits and Vegetables,75,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544
FDB21,,Low Fat,0,Fruits and Vegetables,242,OUT027,1985,Medium,Tier 3,Supermarket Type3,6767
FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213,OUT013,1987,High,Tier 3,Supermarket Type1,1078
NCZ42,10.5,Low Fat,0.011351778,Household,236,OUT017,2007,,Tier 2,Supermarket Type1,4029
NCJ30,5.82,LF,0.081096613,Household,170,OUT017,2007,,Tier 2,Supermarket Type1,1018
FDV49,10,Low Fat,0.025827199,Canned,263,OUT046,1997,Small,Tier 1,Supermarket Type1,3700
NCO43,5.5,LF,0,Others,103,OUT045,2002,,Tier 2,Supermarket Type1,2024
NCF18,18.35,Low Fat,0.148938624,Household,191,OUT010,1998,,Tier 3,Grocery Store,767
NCX41,19,Low Fat,0,Health and Hygiene,211,OUT010,1998,,Tier 3,Grocery Store,1482
FDY11,6.71,Regular,0.029535852,Baking Goods,67,OUT013,1987,High,Tier 3,Supermarket Type1,593
FDU46,10.3,Regular,0.011143599,Snack Foods,88,OUT049,1999,Medium,Tier 1,Supermarket Type1,1125
NCI18,18.35,Low Fat,0.014045832,Household,222,OUT049,1999,Medium,Tier 1,Supermarket Type1,1570
FDL38,13.8,reg,0.014730322,Canned,90,OUT035,2004,Small,Tier 2,Supermarket Type1,2141
FDY60,10.5,Regular,0.026520107,Baking Goods,144,OUT017,2007,,Tier 2,Supermarket Type1,2157
FDF53,20.75,Regular,0.083736551,Frozen Foods,178,OUT049,1999,Medium,Tier 1,Supermarket Type1,3428
NCM05,,Low Fat,0.059557164,Health and Hygiene,263,OUT027,1985,Medium,Tier 3,Supermarket Type3,6872
FDR13,9.895,Regular,0.028837829,Canned,117,OUT018,2009,Medium,Tier 3,Supermarket Type2,1506
FDA49,,Low Fat,0.113669629,Canned,89,OUT019,1985,Small,Tier 1,Grocery Store,174
FDY52,,Low Fat,0.012865901,Frozen Foods,59,OUT019,1985,Small,Tier 1,Grocery Store,122
FDL02,,Regular,0.182236555,Canned,107,OUT019,1985,Small,Tier 1,Grocery Store,211
FDO24,11.1,Low Fat,0.176069023,Baking Goods,156,OUT013,1987,High,Tier 3,Supermarket Type1,1901
